# 
VDC	Voltage 1	Current 1	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	Delay	a	
2.49496762	14.499	0.074	2.492869	1575535.0	1576661.0	1574720.0	2.499393	1575071.0	1574296.0	1574393.0	7.0	9.0	11-12-23 16:28:56.633295
2.99399839	14.998	0.076	2.991163	1890065.0	1891472.0	1889371.0	2.999161	1889717.0	1888874.0	1888876.0	7.0	9.0	11-12-23 16:29:04.255029
3.49474162	15.5	0.079	3.4911	2205668.0	2207339.0	2205092.0	3.500571	2205444.0	2204525.0	2204441.0	7.0	9.0	11-12-23 16:29:11.892072
3.99338878	15.998	0.081	3.989163	2519999.0	2521992.0	2519541.0	3.999905	2519843.0	2518876.0	2518684.0	7.0	9.0	11-12-23 16:29:19.506660
4.4939077	16.499	0.084	4.488924	2835479.0	2837765.0	2835167.0	4.501245	2835450.0	2834407.0	2834148.0	7.0	9.0	11-12-23 16:29:27.180972
4.99280882	16.999	0.086	4.987037	3149974.0	3152540.0	3149758.0	5.00088	3150043.0	3148928.0	3148561.0	7.0	9.0	11-12-23 16:29:34.728863
5.49279311	17.499	0.089	5.486231	3465119.0	3467949.0	3465022.0	5.501492	3465280.0	3464103.0	3463645.0	7.0	9.0	11-12-23 16:29:42.304856
5.99237237	17.999	0.092	5.985189	3780072.0	3783133.0	3780058.0	6.001855	3780301.0	3779030.0	3778519.0	7.0	9.0	11-12-23 16:29:49.977967
6.49168235	18.499	0.094	6.48373	4094766.0	4098167.0	4094892.0	6.501866	4095124.0	4093805.0	4093179.0	7.0	9.0	11-12-23 16:29:57.667510
6.99157488	18.999	0.097	6.982942	4409867.0	4413556.0	4410116.0	7.002505	4410323.0	4408938.0	4408212.0	7.0	9.0	11-12-23 16:30:05.449445
7.49047493	19.499	0.099	7.481147	4724382.0	4728300.0	4724734.0	7.50226	4724924.0	4723469.0	4722638.0	7.0	9.0	11-12-23 16:30:13.065853
7.99006531	19.999	0.102	7.979972	5039281.0	5043494.0	5039740.0	8.002587	5039920.0	5038406.0	5037493.0	7.0	9.0	11-12-23 16:30:20.603487
8.48906564	20.498	0.105	8.478214	5353801.0	5358298.0	5354390.0	8.502213	5354544.0	5352971.0	5351984.0	7.0	9.0	11-12-23 16:30:28.224588
8.98861955	20.999	0.107	8.977087	5668712.0	5673485.0	5669397.0	9.002494	5669518.0	5667888.0	5666813.0	7.0	9.0	11-12-23 16:30:35.862306
9.48740798	21.499	0.11	9.474957	5983065.0	5988104.0	5983883.0	9.501957	5984044.0	5982322.0	5981130.0	7.0	9.0	11-12-23 16:30:43.477553
9.98636222	21.999	0.112	9.973226	6297582.0	6302911.0	6298519.0	10.00177	6298684.0	6296918.0	6295625.0	7.0	9.0	11-12-23 16:30:51.022034
10.4844452	22.498	0.115	10.47069	6611602.0	6617217.0	6612618.0	10.50053	6612750.0	6610945.0	6609519.0	7.0	9.0	11-12-23 16:30:58.557544
10.9952214	22.998	0.118	10.89601	7485432.0	6886154.0	7487101.0	11.88145	6883905.0	7479920.0	7478316.0	7.0	9.0	11-12-23 16:31:06.174044
11.480712	23.498	0.12	10.89513	7486546.0	6885953.0	7488199.0	11.88346	6883464.0	7481161.0	7479622.0	7.0	9.0	11-12-23 16:31:13.729683
11.9619641	23.999	0.123	10.88219	7486720.0	6877863.0	7488358.0	11.88353	6875446.0	7481271.0	7479728.0	7.0	9.0	11-12-23 16:31:21.430808
