# 
A1	f1	A2	f2	base_freq	Pmax	lin_Pmax	base_P	base_dB	base_V	thd	lin_thd	timestamp	Delay	a	
0	0	11.578947368421053	11500000.0	11500000.0	1.2000000000000028	0.001318256738556408	0.001318256738556408	1.2000000000000028	0.2567349546279594	-25.175680611434895	0.0030369101204998916	1712852722	0.1	11500000.0	11-04-24 18:25:22.364609
0	0	12.105263157894736	11500000.0	11500000.0	1.2000000000000028	0.001318256738556408	0.001318256738556408	1.2000000000000028	0.2567349546279594	-25.33716726607423	0.002926060310831113	1712852729	0.1	11500000.0	11-04-24 18:25:29.345374
0	0	12.631578947368421	11500000.0	11500000.0	2.000000000000014	0.0015848931924611186	0.0015848931924611186	2.000000000000014	0.2815042799373678	-23.407836382852516	0.00456264166158972	1712852743	0.1	11500000.0	11-04-24 18:25:43.169978
0	0	13.157894736842106	11500000.0	11500000.0	2.000000000000014	0.0015848931924611186	0.0015848931924611186	2.000000000000014	0.2815042799373678	-25.056838650314255	0.003121160736626536	1712852750	0.1	11500000.0	11-04-24 18:25:50.151764
0	0	13.68421052631579	11500000.0	11500000.0	2.400000000000006	0.0017378008287493778	0.0017378008287493778	2.4000000000000057	0.2947711679209296	-24.926710673245395	0.00321609547257841	1712852757	0.1	11500000.0	11-04-24 18:25:57.132695
0	0	14.210526315789473	11500000.0	11500000.0	2.800000000000011	0.001905460717963252	0.001905460717963252	2.8000000000000114	0.3086633050723111	-26.026500404226528	0.002496605710703838	1712852764	0.1	11500000.0	11-04-24 18:26:04.115056
0	0	14.736842105263158	11500000.0	11500000.0	3.200000000000003	0.002089296130854041	0.002089296130854041	3.200000000000003	0.3232101584769607	-25.11934188987236	0.0030765629877971216	1712852771	0.1	11500000.0	11-04-24 18:26:11.096395
0	0	15.263157894736842	11500000.0	11500000.0	3.200000000000003	0.002089296130854041	0.002089296130854041	3.200000000000003	0.3232101584769607	-25.037766219120705	0.0031348977351324833	1712852778	0.1	11500000.0	11-04-24 18:26:18.077216
0	0	15.789473684210527	11500000.0	11500000.0	3.200000000000003	0.002089296130854041	0.002089296130854041	3.200000000000003	0.3232101584769607	-24.29298255264637	0.003721360510208488	1712852785	0.1	11500000.0	11-04-24 18:26:25.059046
0	0	16.31578947368421	11500000.0	11500000.0	3.6000000000000085	0.0022908676527677776	0.0022908676527677776	3.6000000000000085	0.3384425839612812	-24.429766030054477	0.003605980692039984	1712852792	0.1	11500000.0	11-04-24 18:26:32.040432
0	0	16.842105263157894	11500000.0	11500000.0	-53.19999999999999	4.786300923226399e-09	4.786300923226399e-09	-53.19999999999999	0.0004891983709716539	-5.227103769970722	0.30011632723730236	1712852826	0.1	11500000.0	11-04-24 18:27:06.392584
0	0	17.36842105263158	11500000.0	11500000.0	-53.19999999999999	4.786300923226399e-09	4.786300923226399e-09	-53.19999999999999	0.0004891983709716539	-5.9269386254519185	0.25545013554173174	1712852833	0.1	11500000.0	11-04-24 18:27:13.374618
0	0	17.894736842105264	11500000.0	11500000.0	-53.19999999999999	4.786300923226399e-09	4.786300923226399e-09	-53.19999999999999	0.0004891983709716539	-5.516164166910949	0.2807912584689305	1712852840	0.1	11500000.0	11-04-24 18:27:20.356167
0	0	18.421052631578945	11500000.0	11500000.0	-53.19999999999999	4.786300923226399e-09	4.786300923226399e-09	-53.19999999999999	0.0004891983709716539	-5.623696324249337	0.273924178312926	1712852847	0.1	11500000.0	11-04-24 18:27:27.338359
0	0	18.94736842105263	11500000.0	11500000.0	-53.19999999999999	4.786300923226399e-09	4.786300923226399e-09	-53.19999999999999	0.0004891983709716539	-5.57847728140511	0.27679119575805716	1712852854	0.1	11500000.0	11-04-24 18:27:34.318578
0	0	19.473684210526315	11500000.0	11500000.0	-53.19999999999999	4.786300923226399e-09	4.786300923226399e-09	-53.19999999999999	0.0004891983709716539	-5.564044736065112	0.2777125628955952	1712852861	0.1	11500000.0	11-04-24 18:27:41.300131
0	0	20.0	11500000.0	11500000.0	-53.19999999999999	4.786300923226399e-09	4.786300923226399e-09	-53.19999999999999	0.0004891983709716539	-6.071629626549846	0.2470796840656699	1712852868	0.1	11500000.0	11-04-24 18:27:48.280979
