# 
VDC	Voltage 1	Current 1	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	Delay	
11.9599905	23.999	0.122	10.88091	7486914.0	6877178.0	7488474.0	11.88309	6879648.0	7480659.0	7479058.0	0.0	11-12-23 12:45:36.643579
11.9602909	24.0	0.122	10.88098	7486961.0	6877224.0	7488519.0	11.88293	6879617.0	7480679.0	7479059.0	0.0	11-12-23 12:45:37.271838
11.9605737	24.0	0.122	10.88084	7486934.0	6877239.0	7488509.0	11.88309	6879566.0	7480630.0	7479044.0	0.0	11-12-23 12:45:37.883671
11.9608342	24.0	0.122	10.88116	7486948.0	6877241.0	7488550.0	11.88299	6879627.0	7480653.0	7479025.0	0.0	11-12-23 12:45:38.593402
11.9610805	24.0	0.122	10.88108	7486973.0	6877267.0	7488515.0	11.88313	6879569.0	7480663.0	7479094.0	0.0	11-12-23 12:45:39.127996
11.9613102	24.0	0.122	10.88105	7486987.0	6877222.0	7488511.0	11.88313	6879642.0	7480679.0	7479120.0	0.0	11-12-23 12:45:39.733097
11.9615001	24.0	0.122	10.88099	7486955.0	6877266.0	7488490.0	11.88308	6879628.0	7480673.0	7479076.0	0.0	11-12-23 12:45:40.445076
11.9616931	24.0	0.122	10.8812	7486962.0	6877205.0	7488506.0	11.88309	6879615.0	7480678.0	7479121.0	0.0	11-12-23 12:45:41.011925
11.9618637	24.0	0.122	10.88116	7486953.0	6877295.0	7488544.0	11.88303	6879569.0	7480646.0	7479063.0	0.0	11-12-23 12:45:41.535279
11.9620173	24.0	0.122	10.88097	7486942.0	6877270.0	7488513.0	11.88292	6879582.0	7480730.0	7479108.0	0.0	11-12-23 12:45:42.059229
11.9621825	24.0	0.122	10.88096	7486970.0	6877320.0	7488510.0	11.88294	6879554.0	7480731.0	7479114.0	0.0	11-12-23 12:45:42.582161
11.9623038	24.0	0.122	10.88111	7487002.0	6877300.0	7488519.0	11.88304	6879566.0	7480698.0	7479077.0	0.0	11-12-23 12:45:43.122411
11.9624254	24.0	0.122	10.88092	7486918.0	6877226.0	7488498.0	11.88288	6879529.0	7480672.0	7479089.0	0.0	11-12-23 12:45:43.822334
