# 
VDC	Voltage 1	Current 1	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	Delay	a	
0.993870087	13.0	0.065	0.9940546	629346.4	629626.9	628202.1	0.9961386	628605.3	628039.9	628419.8	7.0	0.0	11-12-23 15:31:59.921923
1.492931	13.5	0.068	1.492299	943877.4	944449.2	942856.4	1.495849	943234.0	942597.1	942901.0	7.0	0.0	11-12-23 15:32:07.538700
1.99312209	14.0	0.07	1.991857	1259189.0	1260040.0	1258292.0	1.996786	1258640.0	1257946.0	1258148.0	7.0	0.0	11-12-23 15:32:15.180891
2.49264581	14.5	0.073	2.490577	1574032.0	1575155.0	1573231.0	2.497083	1573584.0	1572822.0	1572922.0	7.0	0.0	11-12-23 15:32:22.861488
2.9916242	14.999	0.075	2.988798	1888550.0	1889958.0	1887882.0	2.996783	1888215.0	1887391.0	1887391.0	7.0	0.0	11-12-23 15:32:30.540316
3.49249719	15.5	0.078	3.488875	2204268.0	2205950.0	2203686.0	3.498345	2204040.0	2203129.0	2203042.0	7.0	0.0	11-12-23 15:32:38.158153
3.99114421	16.0	0.08	3.986892	2518604.0	2520548.0	2518150.0	3.997754	2518445.0	2517502.0	2517332.0	7.0	0.0	11-12-23 15:32:45.798483
4.49171012	16.5	0.083	4.486636	2834108.0	2836332.0	2833784.0	4.499134	2834068.0	2833045.0	2832764.0	7.0	0.0	11-12-23 15:32:53.342125
4.9905804	17.0	0.086	4.984912	3148614.0	3151120.0	3148386.0	4.998659	3148690.0	3147569.0	3147210.0	7.0	0.0	11-12-23 15:33:01.374275
5.49047141	17.5	0.088	5.483978	3463647.0	3466448.0	3463567.0	5.499307	3463851.0	3462671.0	3462230.0	7.0	0.0	11-12-23 15:33:08.903898
5.99017497	18.0	0.091	5.982897	3778631.0	3781725.0	3778662.0	5.999673	3778888.0	3777652.0	3777089.0	7.0	0.0	11-12-23 15:33:16.519994
6.48951421	18.5	0.093	6.481552	4093409.0	4096780.0	4093552.0	6.499814	4093778.0	4092454.0	4091805.0	7.0	0.0	11-12-23 15:33:24.096735
6.98955988	19.0	0.096	6.980912	4408641.0	4412265.0	4408873.0	7.000648	4409090.0	4407722.0	4406963.0	7.0	0.0	11-12-23 15:33:31.877577
7.48841029	19.5	0.099	7.479028	4723050.0	4726985.0	4723424.0	7.50027	4723657.0	4722167.0	4721348.0	7.0	0.0	11-12-23 15:33:39.559555
7.98806897	20.0	0.101	7.977908	5038008.0	5042200.0	5038482.0	8.000541	5038698.0	5037165.0	5036239.0	7.0	0.0	11-12-23 15:33:47.091181
8.48709877	20.5	0.104	8.476191	5352549.0	5357032.0	5353147.0	8.500307	5353367.0	5351768.0	5350729.0	7.0	0.0	11-12-23 15:33:54.632162
8.98683874	21.0	0.106	8.975193	5667600.0	5672338.0	5668281.0	9.000723	5668473.0	5666791.0	5665646.0	7.0	0.0	11-12-23 15:34:02.162431
9.48577652	21.5	0.109	9.473413	5982078.0	5987141.0	5982889.0	9.500583	5983093.0	5981373.0	5980135.0	7.0	0.0	11-12-23 15:34:09.869342
9.98491546	22.0	0.112	9.971823	6296692.0	6302046.0	6297652.0	10.00039	6297805.0	6296031.0	6294687.0	7.0	0.0	11-12-23 15:34:17.485519
10.4831893	22.499	0.114	10.46943	6610813.0	6616425.0	6611889.0	10.4995	6612024.0	6610097.0	6608780.0	7.0	0.0	11-12-23 15:34:25.156101
10.9942606	23.0	0.117	10.89388	7485875.0	6884602.0	7487578.0	11.882	6882809.0	7480221.0	7478675.0	7.0	0.0	11-12-23 15:34:32.805617
11.4802828	23.5	0.12	10.8933	7486915.0	6884471.0	7488656.0	11.88402	6882433.0	7481526.0	7479978.0	7.0	0.0	11-12-23 15:34:40.335632
11.9620626	24.0	0.122	10.88048	7487170.0	6876522.0	7488866.0	11.88398	6874274.0	7481560.0	7479978.0	7.0	0.0	11-12-23 15:34:47.863270
