# 
ch1_10V	ch2_1V	time	Delay	a	
1615.344	1706.024	1718876246.9785485	0.5	0.5	20-06-24 11:37:26.978576
1614.208	1710.592	1718876247.513882	0.5	0.5	20-06-24 11:37:27.513911
1613.856	1707.408	1718876248.0492542	0.5	0.5	20-06-24 11:37:28.049292
1612.4	1708.832	1718876248.5846777	0.5	0.5	20-06-24 11:37:28.584705
1611.48	1709.088	1718876249.1206198	0.5	0.5	20-06-24 11:37:29.120655
1613.6	1705.864	1718876249.656531	0.5	0.5	20-06-24 11:37:29.656568
1625.576	1727.248	1718876250.1924386	0.5	0.5	20-06-24 11:37:30.192477
1614.768	1707.56	1718876250.7276182	0.5	0.5	20-06-24 11:37:30.727653
1612.352	1712.736	1718876251.2629263	0.5	0.5	20-06-24 11:37:31.262976
1624.488	1725.68	1718876251.7982054	0.5	0.5	20-06-24 11:37:31.798245
1610.576	1713.112	1718876252.3346758	0.5	0.5	20-06-24 11:37:32.334716
1616.608	1712.8	1718876252.8711324	0.5	0.5	20-06-24 11:37:32.871177
1611.976	1714.056	1718876253.4064293	0.5	0.5	20-06-24 11:37:33.406466
1608.264	1712.304	1718876253.9424143	0.5	0.5	20-06-24 11:37:33.942455
1612.816	1714.304	1718876254.4780424	0.5	0.5	20-06-24 11:37:34.478092
1612.032	1711.64	1718876255.0142322	0.5	0.5	20-06-24 11:37:35.014278
1621.88	1725.664	1718876255.5501063	0.5	0.5	20-06-24 11:37:35.550141
1611.672	1710.0	1718876256.0863876	0.5	0.5	20-06-24 11:37:36.086428
1610.424	1714.6	1718876256.6220932	0.5	0.5	20-06-24 11:37:36.622177
1608.048	1710.296	1718876257.1573243	0.5	0.5	20-06-24 11:37:37.157359
1623.104	1725.584	1718876257.6933122	0.5	0.5	20-06-24 11:37:37.693362
1623.04	1724.408	1718876258.2290604	0.5	0.5	20-06-24 11:37:38.229096
1608.088	1717.616	1718876258.764174	0.5	0.5	20-06-24 11:37:38.764207
1606.216	1715.608	1718876259.2995744	0.5	0.5	20-06-24 11:37:39.299611
1610.184	1714.424	1718876259.8358119	0.5	0.5	20-06-24 11:37:39.835861
1608.272	1714.408	1718876260.3720074	0.5	0.5	20-06-24 11:37:40.372045
1607.92	1713.304	1718876260.908472	0.5	0.5	20-06-24 11:37:40.908506
1606.44	1710.976	1718876261.4441323	0.5	0.5	20-06-24 11:37:41.444168
1608.504	1711.088	1718876261.980379	0.5	0.5	20-06-24 11:37:41.980420
1607.312	1714.344	1718876262.516347	0.5	0.5	20-06-24 11:37:42.516395
1618.128	1723.8	1718876263.0522516	0.5	0.5	20-06-24 11:37:43.052291
1604.192	1708.048	1718876263.588059	0.5	0.5	20-06-24 11:37:43.588094
1608.528	1709.064	1718876264.1261652	0.5	0.5	20-06-24 11:37:44.126194
1608.128	1709.992	1718876264.6621654	0.5	0.5	20-06-24 11:37:44.662206
1608.736	1708.6	1718876265.1979907	0.5	0.5	20-06-24 11:37:45.198038
1607.288	1710.832	1718876265.734046	0.5	0.5	20-06-24 11:37:45.734097
1623.776	1719.992	1718876266.2699032	0.5	0.5	20-06-24 11:37:46.269941
1624.44	1719.888	1718876266.8057363	0.5	0.5	20-06-24 11:37:46.805786
1611.168	1708.928	1718876267.3424945	0.5	0.5	20-06-24 11:37:47.342542
1610.968	1709.872	1718876267.8786902	0.5	0.5	20-06-24 11:37:47.878717
1609.84	1709.336	1718876268.4137104	0.5	0.5	20-06-24 11:37:48.413749
1609.64	1712.896	1718876268.9493058	0.5	0.5	20-06-24 11:37:48.949357
1622.928	1721.416	1718876269.4847777	0.5	0.5	20-06-24 11:37:49.484806
1606.072	1705.36	1718876270.020706	0.5	0.5	20-06-24 11:37:50.020737
1607.168	1707.592	1718876270.5570784	0.5	0.5	20-06-24 11:37:50.557118
1606.312	1708.368	1718876271.093191	0.5	0.5	20-06-24 11:37:51.093222
1609.456	1707.512	1718876271.629472	0.5	0.5	20-06-24 11:37:51.629508
1608.352	1709.112	1718876272.1655095	0.5	0.5	20-06-24 11:37:52.165548
1610.032	1709.376	1718876272.70119	0.5	0.5	20-06-24 11:37:52.701236
1605.416	1706.904	1718876273.2373435	0.5	0.5	20-06-24 11:37:53.237388
1607.968	1707.536	1718876273.7731667	0.5	0.5	20-06-24 11:37:53.773208
1608.416	1708.608	1718876274.3090756	0.5	0.5	20-06-24 11:37:54.309125
1609.672	1712.176	1718876274.8448184	0.5	0.5	20-06-24 11:37:54.844857
1620.344	1724.952	1718876275.380555	0.5	0.5	20-06-24 11:37:55.380601
1609.232	1711.248	1718876275.9161155	0.5	0.5	20-06-24 11:37:55.916162
1609.368	1712.208	1718876276.4520376	0.5	0.5	20-06-24 11:37:56.452078
1608.088	1712.664	1718876276.987822	0.5	0.5	20-06-24 11:37:56.987859
1611.048	1710.28	1718876277.5233068	0.5	0.5	20-06-24 11:37:57.523354
1624.424	1722.944	1718876278.0591733	0.5	0.5	20-06-24 11:37:58.059202
1609.576	1712.576	1718876278.5946543	0.5	0.5	20-06-24 11:37:58.594685
1613.424	1715.176	1718876279.1298742	0.5	0.5	20-06-24 11:37:59.129907
1611.064	1709.416	1718876279.666018	0.5	0.5	20-06-24 11:37:59.666069
1610.664	1712.976	1718876280.202274	0.5	0.5	20-06-24 11:38:00.202317
1609.208	1710.216	1718876280.7382033	0.5	0.5	20-06-24 11:38:00.738234
1611.664	1711.904	1718876281.2740529	0.5	0.5	20-06-24 11:38:01.274098
1612.776	1712.944	1718876281.8103714	0.5	0.5	20-06-24 11:38:01.810410
1609.408	1711.984	1718876282.3461146	0.5	0.5	20-06-24 11:38:02.346155
1623.424	1723.288	1718876282.8815396	0.5	0.5	20-06-24 11:38:02.881576
1604.448	1706.704	1718876283.416772	0.5	0.5	20-06-24 11:38:03.416806
1611.392	1708.792	1718876283.9518034	0.5	0.5	20-06-24 11:38:03.951835
1609.544	1709.928	1718876284.4872465	0.5	0.5	20-06-24 11:38:04.487293
1610.976	1712.248	1718876285.0233312	0.5	0.5	20-06-24 11:38:05.023376
1610.808	1712.128	1718876285.5588994	0.5	0.5	20-06-24 11:38:05.558929
1609.552	1710.848	1718876286.094969	0.5	0.5	20-06-24 11:38:06.094999
1611.464	1715.472	1718876286.6307395	0.5	0.5	20-06-24 11:38:06.630777
1608.792	1711.216	1718876287.1667354	0.5	0.5	20-06-24 11:38:07.166764
1611.68	1713.744	1718876287.7026212	0.5	0.5	20-06-24 11:38:07.702673
1608.72	1717.888	1718876288.2383585	0.5	0.5	20-06-24 11:38:08.238397
1612.2	1715.624	1718876288.7748282	0.5	0.5	20-06-24 11:38:08.774882
1609.224	1717.952	1718876289.3106124	0.5	0.5	20-06-24 11:38:09.310655
1608.592	1713.744	1718876289.8461807	0.5	0.5	20-06-24 11:38:09.846216
1610.92	1715.408	1718876290.3823476	0.5	0.5	20-06-24 11:38:10.382379
1624.04	1731.56	1718876290.9173474	0.5	0.5	20-06-24 11:38:10.917387
1607.88	1713.712	1718876291.452329	0.5	0.5	20-06-24 11:38:11.452360
1609.328	1714.496	1718876291.9883502	0.5	0.5	20-06-24 11:38:11.988386
1609.832	1714.784	1718876292.5241196	0.5	0.5	20-06-24 11:38:12.524162
1612.376	1718.624	1718876293.059362	0.5	0.5	20-06-24 11:38:13.059414
1610.408	1716.232	1718876293.5949745	0.5	0.5	20-06-24 11:38:13.595016
1615.392	1715.824	1718876294.1298273	0.5	0.5	20-06-24 11:38:14.129865
1608.728	1717.688	1718876294.665003	0.5	0.5	20-06-24 11:38:14.665041
1613.784	1715.88	1718876295.200909	0.5	0.5	20-06-24 11:38:15.200945
1611.472	1719.12	1718876295.7370238	0.5	0.5	20-06-24 11:38:15.737065
1611.488	1719.8	1718876296.2727635	0.5	0.5	20-06-24 11:38:16.272799
1610.424	1716.816	1718876296.8087296	0.5	0.5	20-06-24 11:38:16.808782
1613.096	1714.384	1718876297.344794	0.5	0.5	20-06-24 11:38:17.344849
1611.216	1717.304	1718876297.8805318	0.5	0.5	20-06-24 11:38:17.880562
1611.008	1715.56	1718876298.4159656	0.5	0.5	20-06-24 11:38:18.416013
1611.0	1729.592	1718876298.9522233	0.5	0.5	20-06-24 11:38:18.952272
1611.888	1715.248	1718876299.488007	0.5	0.5	20-06-24 11:38:19.488046
1610.616	1717.312	1718876300.0241427	0.5	0.5	20-06-24 11:38:20.024202
1609.376	1717.16	1718876300.5599747	0.5	0.5	20-06-24 11:38:20.560015
1609.472	1713.088	1718876301.0960708	0.5	0.5	20-06-24 11:38:21.096100
1609.552	1714.728	1718876301.6318743	0.5	0.5	20-06-24 11:38:21.631911
1610.088	1713.528	1718876302.1686423	0.5	0.5	20-06-24 11:38:22.168672
1611.28	1713.656	1718876302.7051446	0.5	0.5	20-06-24 11:38:22.705198
1613.328	1716.984	1718876303.2411714	0.5	0.5	20-06-24 11:38:23.241213
1610.936	1713.8	1718876303.7770746	0.5	0.5	20-06-24 11:38:23.777129
1610.176	1712.6	1718876304.312297	0.5	0.5	20-06-24 11:38:24.312326
1611.032	1715.232	1718876304.8473127	0.5	0.5	20-06-24 11:38:24.847349
1625.12	1730.112	1718876305.382969	0.5	0.5	20-06-24 11:38:25.383020
1613.36	1718.544	1718876305.9188986	0.5	0.5	20-06-24 11:38:25.918937
1623.456	1730.376	1718876306.4553843	0.5	0.5	20-06-24 11:38:26.455423
1611.744	1730.528	1718876306.990613	0.5	0.5	20-06-24 11:38:26.990649
1610.688	1716.784	1718876307.5263097	0.5	0.5	20-06-24 11:38:27.526343
1613.968	1713.96	1718876308.0615869	0.5	0.5	20-06-24 11:38:28.061619
1624.864	1728.288	1718876308.5965319	0.5	0.5	20-06-24 11:38:28.596559
1614.344	1716.864	1718876309.1328626	0.5	0.5	20-06-24 11:38:29.132894
1611.84	1717.608	1718876309.6686337	0.5	0.5	20-06-24 11:38:29.668676
1610.848	1716.696	1718876310.205014	0.5	0.5	20-06-24 11:38:30.205042
1613.232	1715.0	1718876310.741445	0.5	0.5	20-06-24 11:38:30.741494
1610.6	1717.136	1718876311.2766256	0.5	0.5	20-06-24 11:38:31.276660
1609.824	1716.696	1718876311.8124113	0.5	0.5	20-06-24 11:38:31.812452
1611.224	1713.784	1718876312.3475518	0.5	0.5	20-06-24 11:38:32.347589
1612.352	1711.992	1718876312.883679	0.5	0.5	20-06-24 11:38:32.883712
1610.288	1714.88	1718876313.419358	0.5	0.5	20-06-24 11:38:33.419400
1611.904	1716.824	1718876313.9549253	0.5	0.5	20-06-24 11:38:33.954964
1623.896	1729.912	1718876314.4904559	0.5	0.5	20-06-24 11:38:34.490514
1614.696	1715.384	1718876315.0265143	0.5	0.5	20-06-24 11:38:35.026545
1613.832	1716.752	1718876315.562452	0.5	0.5	20-06-24 11:38:35.562487
1606.744	1712.952	1718876316.0989134	0.5	0.5	20-06-24 11:38:36.098953
1608.84	1712.776	1718876316.6342864	0.5	0.5	20-06-24 11:38:36.634317
1613.344	1712.752	1718876317.169829	0.5	0.5	20-06-24 11:38:37.169865
1612.072	1711.72	1718876317.7051773	0.5	0.5	20-06-24 11:38:37.705217
1610.76	1715.352	1718876318.2417774	0.5	0.5	20-06-24 11:38:38.241816
1611.264	1715.096	1718876318.777526	0.5	0.5	20-06-24 11:38:38.777566
1612.896	1713.496	1718876319.313512	0.5	0.5	20-06-24 11:38:39.313551
1609.224	1717.368	1718876319.849226	0.5	0.5	20-06-24 11:38:39.849263
1608.992	1716.384	1718876320.3855083	0.5	0.5	20-06-24 11:38:40.385553
1623.752	1728.008	1718876320.9210546	0.5	0.5	20-06-24 11:38:40.921091
1613.4	1710.752	1718876321.4576244	0.5	0.5	20-06-24 11:38:41.457674
1610.968	1712.104	1718876321.993407	0.5	0.5	20-06-24 11:38:41.993446
1612.384	1710.088	1718876322.529269	0.5	0.5	20-06-24 11:38:42.529297
1610.872	1712.136	1718876323.0648234	0.5	0.5	20-06-24 11:38:43.064861
1612.592	1708.36	1718876323.5996916	0.5	0.5	20-06-24 11:38:43.599729
1614.256	1709.784	1718876324.1351023	0.5	0.5	20-06-24 11:38:44.135139
1614.656	1712.064	1718876324.6702864	0.5	0.5	20-06-24 11:38:44.670317
1610.96	1712.376	1718876325.2070618	0.5	0.5	20-06-24 11:38:45.207108
1612.52	1708.944	1718876325.7431443	0.5	0.5	20-06-24 11:38:45.743173
1610.2	1708.064	1718876326.2782192	0.5	0.5	20-06-24 11:38:46.278250
1611.0	1712.008	1718876326.8124695	0.5	0.5	20-06-24 11:38:46.812497
1612.408	1711.656	1718876327.3488026	0.5	0.5	20-06-24 11:38:47.348854
1610.264	1713.024	1718876327.885545	0.5	0.5	20-06-24 11:38:47.885599
1612.208	1711.68	1718876328.4209762	0.5	0.5	20-06-24 11:38:48.421006
1612.824	1711.304	1718876328.9565463	0.5	0.5	20-06-24 11:38:48.956588
1617.368	1709.816	1718876329.4913356	0.5	0.5	20-06-24 11:38:49.491365
1613.72	1715.008	1718876330.0265927	0.5	0.5	20-06-24 11:38:50.026626
1611.472	1710.032	1718876330.5615268	0.5	0.5	20-06-24 11:38:50.561553
1614.472	1710.24	1718876331.0965142	0.5	0.5	20-06-24 11:38:51.096542
1615.104	1712.216	1718876331.631958	0.5	0.5	20-06-24 11:38:51.631995
1612.248	1709.408	1718876332.1675732	0.5	0.5	20-06-24 11:38:52.167613
1612.384	1707.056	1718876332.703838	0.5	0.5	20-06-24 11:38:52.703874
1611.72	1710.208	1718876333.2397468	0.5	0.5	20-06-24 11:38:53.239782
1611.544	1712.864	1718876333.7757623	0.5	0.5	20-06-24 11:38:53.775793
1612.64	1723.44	1718876334.3102858	0.5	0.5	20-06-24 11:38:54.310313
1628.216	1722.464	1718876334.8451774	0.5	0.5	20-06-24 11:38:54.845209
1612.672	1714.272	1718876335.3803658	0.5	0.5	20-06-24 11:38:55.380406
1613.04	1710.056	1718876335.915733	0.5	0.5	20-06-24 11:38:55.915779
1613.304	1710.624	1718876336.4509506	0.5	0.5	20-06-24 11:38:56.450990
1613.088	1712.072	1718876336.9867847	0.5	0.5	20-06-24 11:38:56.986823
1614.552	1714.728	1718876337.5217965	0.5	0.5	20-06-24 11:38:57.521838
1611.624	1713.824	1718876338.0570416	0.5	0.5	20-06-24 11:38:58.057088
1611.928	1711.928	1718876338.5931005	0.5	0.5	20-06-24 11:38:58.593132
1610.984	1709.8	1718876339.1285987	0.5	0.5	20-06-24 11:38:59.128627
1610.024	1712.76	1718876339.6644409	0.5	0.5	20-06-24 11:38:59.664484
1611.288	1712.296	1718876340.1999073	0.5	0.5	20-06-24 11:39:00.199935
1617.544	1714.008	1718876340.7352695	0.5	0.5	20-06-24 11:39:00.735312
1617.92	1713.488	1718876341.2703125	0.5	0.5	20-06-24 11:39:01.270354
1613.288	1709.912	1718876341.8055959	0.5	0.5	20-06-24 11:39:01.805638
1614.536	1711.616	1718876342.3409061	0.5	0.5	20-06-24 11:39:02.340936
1615.184	1709.096	1718876342.8780339	0.5	0.5	20-06-24 11:39:02.878064
1618.08	1711.472	1718876343.4143348	0.5	0.5	20-06-24 11:39:03.414372
1627.368	1725.32	1718876343.9500327	0.5	0.5	20-06-24 11:39:03.950070
1614.912	1715.352	1718876344.4854913	0.5	0.5	20-06-24 11:39:04.485535
1615.648	1710.128	1718876345.0216408	0.5	0.5	20-06-24 11:39:05.021671
1613.64	1712.248	1718876345.5573232	0.5	0.5	20-06-24 11:39:05.557354
1616.416	1713.576	1718876346.092761	0.5	0.5	20-06-24 11:39:06.092810
1616.816	1711.52	1718876346.6293917	0.5	0.5	20-06-24 11:39:06.629432
1612.944	1710.96	1718876347.165049	0.5	0.5	20-06-24 11:39:07.165091
1618.24	1718.072	1718876347.7013552	0.5	0.5	20-06-24 11:39:07.701400
1627.184	1726.736	1718876348.2370985	0.5	0.5	20-06-24 11:39:08.237139
1616.72	1726.368	1718876348.7733588	0.5	0.5	20-06-24 11:39:08.773386
1616.544	1711.872	1718876349.307883	0.5	0.5	20-06-24 11:39:09.307920
1627.704	1728.832	1718876349.8438828	0.5	0.5	20-06-24 11:39:09.843916
1616.424	1716.152	1718876350.3788486	0.5	0.5	20-06-24 11:39:10.378878
1618.28	1713.136	1718876350.9136164	0.5	0.5	20-06-24 11:39:10.913649
1626.888	1725.904	1718876351.4495378	0.5	0.5	20-06-24 11:39:11.449565
1626.392	1724.872	1718876351.9863815	0.5	0.5	20-06-24 11:39:11.986419
1613.616	1706.952	1718876352.52168	0.5	0.5	20-06-24 11:39:12.521717
1613.48	1710.96	1718876353.0578618	0.5	0.5	20-06-24 11:39:13.057897
1614.344	1711.728	1718876353.5931947	0.5	0.5	20-06-24 11:39:13.593223
1617.448	1714.752	1718876354.1283226	0.5	0.5	20-06-24 11:39:14.128362
1615.064	1711.816	1718876354.6632793	0.5	0.5	20-06-24 11:39:14.663319
1616.272	1710.4	1718876355.1989696	0.5	0.5	20-06-24 11:39:15.199023
1614.136	1712.12	1718876355.7336018	0.5	0.5	20-06-24 11:39:15.733630
1617.816	1716.744	1718876356.2685084	0.5	0.5	20-06-24 11:39:16.268537
1631.848	1724.792	1718876356.8038247	0.5	0.5	20-06-24 11:39:16.803863
1618.136	1711.256	1718876357.3396547	0.5	0.5	20-06-24 11:39:17.339714
1625.632	1723.728	1718876357.8753788	0.5	0.5	20-06-24 11:39:17.875410
1628.104	1722.088	1718876358.4103549	0.5	0.5	20-06-24 11:39:18.410394
1616.632	1706.832	1718876358.9457545	0.5	0.5	20-06-24 11:39:18.945785
1615.856	1707.608	1718876359.4811707	0.5	0.5	20-06-24 11:39:19.481208
1613.512	1710.6	1718876360.0168235	0.5	0.5	20-06-24 11:39:20.016862
1614.408	1713.704	1718876360.552954	0.5	0.5	20-06-24 11:39:20.552992
1614.528	1710.712	1718876361.0893366	0.5	0.5	20-06-24 11:39:21.089399
1616.896	1709.776	1718876361.625375	0.5	0.5	20-06-24 11:39:21.625403
1617.296	1713.664	1718876362.161432	0.5	0.5	20-06-24 11:39:22.161459
1615.904	1710.112	1718876362.6973598	0.5	0.5	20-06-24 11:39:22.697387
1616.0	1708.52	1718876363.2328758	0.5	0.5	20-06-24 11:39:23.232914
1615.384	1715.696	1718876363.7689347	0.5	0.5	20-06-24 11:39:23.768972
1615.208	1708.84	1718876364.3047621	0.5	0.5	20-06-24 11:39:24.304801
1617.256	1709.256	1718876364.8404953	0.5	0.5	20-06-24 11:39:24.840524
1627.8	1723.504	1718876365.3760142	0.5	0.5	20-06-24 11:39:25.376045
1615.384	1708.568	1718876365.9108977	0.5	0.5	20-06-24 11:39:25.910941
1614.064	1713.0	1718876366.446675	0.5	0.5	20-06-24 11:39:26.446704
1614.808	1711.384	1718876366.9820256	0.5	0.5	20-06-24 11:39:26.982063
1612.048	1709.096	1718876367.5175214	0.5	0.5	20-06-24 11:39:27.517561
1615.944	1709.768	1718876368.0537095	0.5	0.5	20-06-24 11:39:28.053745
1617.04	1707.888	1718876368.5892532	0.5	0.5	20-06-24 11:39:28.589297
1617.992	1710.416	1718876369.1251054	0.5	0.5	20-06-24 11:39:29.125135
1614.624	1709.16	1718876369.659698	0.5	0.5	20-06-24 11:39:29.659727
1614.936	1710.744	1718876370.1957645	0.5	0.5	20-06-24 11:39:30.195795
1618.56	1712.576	1718876370.7311094	0.5	0.5	20-06-24 11:39:30.731143
1617.152	1713.096	1718876371.2664633	0.5	0.5	20-06-24 11:39:31.266499
1616.712	1716.528	1718876371.8019726	0.5	0.5	20-06-24 11:39:31.802021
1614.632	1709.576	1718876372.3380272	0.5	0.5	20-06-24 11:39:32.338073
1614.512	1713.52	1718876372.8740766	0.5	0.5	20-06-24 11:39:32.874117
1616.776	1710.984	1718876373.4103847	0.5	0.5	20-06-24 11:39:33.410430
1615.76	1712.392	1718876373.9457853	0.5	0.5	20-06-24 11:39:33.945815
1628.712	1727.6	1718876374.4815047	0.5	0.5	20-06-24 11:39:34.481545
1616.528	1711.696	1718876375.0181644	0.5	0.5	20-06-24 11:39:35.018201
1616.032	1713.672	1718876375.5531857	0.5	0.5	20-06-24 11:39:35.553216
1616.256	1715.808	1718876376.088637	0.5	0.5	20-06-24 11:39:36.088673
1613.128	1713.704	1718876376.6234202	0.5	0.5	20-06-24 11:39:36.623448
1615.432	1710.072	1718876377.1589034	0.5	0.5	20-06-24 11:39:37.158944
1614.472	1713.376	1718876377.694719	0.5	0.5	20-06-24 11:39:37.694757
1611.608	1708.16	1718876378.2307944	0.5	0.5	20-06-24 11:39:38.230824
1625.944	1724.04	1718876378.7666273	0.5	0.5	20-06-24 11:39:38.766658
1628.664	1723.08	1718876379.3028152	0.5	0.5	20-06-24 11:39:39.302853
1616.64	1708.808	1718876379.8379805	0.5	0.5	20-06-24 11:39:39.838019
1611.52	1712.352	1718876380.3729823	0.5	0.5	20-06-24 11:39:40.373016
1615.8	1712.6	1718876380.9080975	0.5	0.5	20-06-24 11:39:40.908131
1613.664	1711.968	1718876381.4443245	0.5	0.5	20-06-24 11:39:41.444366
1616.472	1710.128	1718876381.98086	0.5	0.5	20-06-24 11:39:41.980890
1618.368	1711.128	1718876382.5162086	0.5	0.5	20-06-24 11:39:42.516250
1615.392	1711.192	1718876383.0515926	0.5	0.5	20-06-24 11:39:43.051631
1612.584	1713.136	1718876383.5870333	0.5	0.5	20-06-24 11:39:43.587076
1615.264	1710.616	1718876384.1224284	0.5	0.5	20-06-24 11:39:44.122463
1614.36	1708.688	1718876384.6576273	0.5	0.5	20-06-24 11:39:44.657667
1616.976	1712.432	1718876385.193062	0.5	0.5	20-06-24 11:39:45.193091
1613.968	1709.76	1718876385.7296512	0.5	0.5	20-06-24 11:39:45.729695
1615.048	1711.48	1718876386.2660186	0.5	0.5	20-06-24 11:39:46.266064
1615.6	1711.728	1718876386.801945	0.5	0.5	20-06-24 11:39:46.801985
1612.432	1713.904	1718876387.3377357	0.5	0.5	20-06-24 11:39:47.337783
1612.824	1713.648	1718876387.8740642	0.5	0.5	20-06-24 11:39:47.874119
1615.232	1712.352	1718876388.4091206	0.5	0.5	20-06-24 11:39:48.409156
1615.496	1711.12	1718876388.9450486	0.5	0.5	20-06-24 11:39:48.945079
1616.84	1708.416	1718876389.4809144	0.5	0.5	20-06-24 11:39:49.480959
1614.952	1711.008	1718876390.0168998	0.5	0.5	20-06-24 11:39:50.016941
1614.776	1713.384	1718876390.5530224	0.5	0.5	20-06-24 11:39:50.553052
1615.096	1713.264	1718876391.0886507	0.5	0.5	20-06-24 11:39:51.088692
1619.592	1711.448	1718876391.6242485	0.5	0.5	20-06-24 11:39:51.624286
1618.336	1713.864	1718876392.1597335	0.5	0.5	20-06-24 11:39:52.159774
1612.24	1708.304	1718876392.6956203	0.5	0.5	20-06-24 11:39:52.695656
1614.864	1710.952	1718876393.2307844	0.5	0.5	20-06-24 11:39:53.230820
1613.232	1714.184	1718876393.7669609	0.5	0.5	20-06-24 11:39:53.766998
1614.496	1712.352	1718876394.3027792	0.5	0.5	20-06-24 11:39:54.302808
1615.712	1711.184	1718876394.83914	0.5	0.5	20-06-24 11:39:54.839196
1616.856	1710.392	1718876395.3744597	0.5	0.5	20-06-24 11:39:55.374493
1617.024	1710.424	1718876395.9101756	0.5	0.5	20-06-24 11:39:55.910210
1613.904	1714.448	1718876396.4457116	0.5	0.5	20-06-24 11:39:56.445761
1613.632	1710.76	1718876396.9815462	0.5	0.5	20-06-24 11:39:56.981586
1615.936	1713.936	1718876397.5169463	0.5	0.5	20-06-24 11:39:57.516983
1628.464	1726.728	1718876398.0519366	0.5	0.5	20-06-24 11:39:58.051975
1615.84	1711.232	1718876398.586988	0.5	0.5	20-06-24 11:39:58.587025
1628.488	1725.152	1718876399.1227362	0.5	0.5	20-06-24 11:39:59.122764
1614.784	1712.864	1718876399.6585078	0.5	0.5	20-06-24 11:39:59.658538
1615.472	1710.92	1718876400.1943665	0.5	0.5	20-06-24 11:40:00.194394
1614.624	1715.968	1718876400.7298634	0.5	0.5	20-06-24 11:40:00.729901
1612.904	1714.656	1718876401.265193	0.5	0.5	20-06-24 11:40:01.265233
1615.68	1715.304	1718876401.8006115	0.5	0.5	20-06-24 11:40:01.800649
1616.224	1711.376	1718876402.3367312	0.5	0.5	20-06-24 11:40:02.336773
