# 
VDC	Voltage 1	Current 1	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	Delay	a	
4.49352232	16.5	0.084	4.48844	2835244.0	2837500.0	2834900.0	4.500837	2835231.0	2834172.0	2833897.0	7.0	2.0	11-12-23 15:45:19.371272
4.9923679	16.999	0.086	4.986486	3149664.0	3152204.0	3149457.0	5.000397	3149763.0	3148642.0	3148278.0	7.0	2.0	11-12-23 15:45:27.051650
5.49231301	17.499	0.089	5.485715	3464768.0	3467583.0	3464676.0	5.501081	3464961.0	3463783.0	3463314.0	7.0	2.0	11-12-23 15:45:34.583979
5.99190411	18.0	0.091	5.984691	3779733.0	3782820.0	3779718.0	6.001427	3780020.0	3778756.0	3778217.0	7.0	2.0	11-12-23 15:45:42.307966
6.49132479	18.5	0.094	6.483376	4094523.0	4097885.0	4094644.0	6.501483	4094946.0	4093630.0	4092969.0	7.0	2.0	11-12-23 15:45:50.009164
6.9912936	19.0	0.096	6.982543	4409668.0	4413340.0	4409916.0	7.002291	4410186.0	4408784.0	4408040.0	7.0	2.0	11-12-23 15:45:57.605118
7.49012414	19.499	0.099	7.480742	4724154.0	4728070.0	4724480.0	7.501863	4724713.0	4723248.0	4722427.0	7.0	2.0	11-12-23 15:46:05.244547
7.9897896	19.999	0.102	7.979469	5039078.0	5043222.0	5039488.0	8.00222	5039733.0	5038180.0	5037254.0	7.0	2.0	11-12-23 15:46:12.979661
8.48879018	20.499	0.104	8.478128	5353788.0	5358236.0	5354337.0	8.502199	5354532.0	5352984.0	5351948.0	7.0	2.0	11-12-23 15:46:21.952255
8.98857709	21.0	0.107	8.976992	5668684.0	5673422.0	5669352.0	9.002569	5669556.0	5667884.0	5666785.0	7.0	2.0	11-12-23 15:46:29.615120
9.48748367	21.499	0.11	9.475136	5983176.0	5988207.0	5983938.0	9.502119	5984161.0	5982348.0	5981223.0	7.0	2.0	11-12-23 15:46:37.295616
9.98631253	21.999	0.112	9.973146	6297531.0	6302872.0	6298438.0	10.00176	6298664.0	6296843.0	6295525.0	7.0	2.0	11-12-23 15:46:45.015669
10.4844353	22.499	0.115	10.47072	6611587.0	6617196.0	6612602.0	10.50056	6612752.0	6610896.0	6609519.0	7.0	2.0	11-12-23 15:46:52.606927
10.9951007	22.999	0.117	10.89566	7485615.0	6885570.0	7487275.0	11.88161	6883621.0	7480110.0	7478476.0	7.0	2.0	11-12-23 15:47:00.261385
11.4807118	23.499	0.12	10.89489	7486753.0	6885410.0	7488400.0	11.88358	6883192.0	7481295.0	7479715.0	7.0	2.0	11-12-23 15:47:07.852623
11.9619376	23.999	0.123	10.88202	7486914.0	6877440.0	7488595.0	11.88376	6875067.0	7481435.0	7479858.0	7.0	2.0	11-12-23 15:47:15.492605
