# 
VDC	Voltage 1	Current 1	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	Delay	a	
-5.99785511	5.999	0.03	-5.987042	-3777573.0	-3781206.0	-3780326.0	-6.005549	-3779724.0	-3779344.0	-3777706.0	7.0	7.000000000000001	11-12-23 16:13:52.785668
-5.49816098	6.499	0.032	-5.488115	-3462631.0	-3465968.0	-3465260.0	-5.50515	-3464654.0	-3464364.0	-3462804.0	7.0	7.000000000000001	11-12-23 16:14:00.424583
-4.99882956	6.999	0.035	-4.989595	-3147896.0	-3150961.0	-3150411.0	-5.005085	-3149846.0	-3149614.0	-3148134.0	7.0	7.000000000000001	11-12-23 16:14:08.039357
-4.49842313	7.5	0.038	-4.490016	-2832474.0	-2835275.0	-2834890.0	-4.504059	-2834339.0	-2834180.0	-2832778.0	7.0	7.000000000000001	11-12-23 16:14:15.579695
-3.99932961	7.999	0.04	-3.991488	-2517872.0	-2520387.0	-2520171.0	-4.004164	-2519613.0	-2519511.0	-2518201.0	7.0	7.000000000000001	11-12-23 16:14:23.208401
-3.49959033	8.499	0.043	-3.492615	-2202896.0	-2205118.0	-2205074.0	-3.503742	-2204536.0	-2204519.0	-2203300.0	7.0	7.000000000000001	11-12-23 16:14:30.791006
-3.00064308	8.999	0.045	-2.994387	-1888383.0	-1890339.0	-1890460.0	-3.004085	-1889939.0	-1889984.0	-1888871.0	7.0	7.000000000000001	11-12-23 16:14:38.384432
-2.50059627	9.499	0.048	-2.495133	-1573223.0	-1574890.0	-1575183.0	-2.503314	-1574679.0	-1574780.0	-1573766.0	7.0	7.000000000000001	11-12-23 16:14:46.117889
-2.00074345	9.999	0.05	-1.996032	-1258159.0	-1259551.0	-1260001.0	-2.002807	-1259524.0	-1259698.0	-1258765.0	7.0	7.000000000000001	11-12-23 16:14:53.667567
-1.50140535	10.5	0.053	-1.497433	-943423.0	-944531.5	-945155.6	-1.502791	-944682.4	-944921.8	-944092.1	7.0	7.000000000000001	11-12-23 16:15:01.265907
-1.0017879	10.999	0.056	-0.9986075	-628512.8	-629336.4	-630131.7	-1.002373	-629664.6	-629973.1	-629233.8	7.0	7.000000000000001	11-12-23 16:15:08.828828
-0.502694065	11.499	0.058	-0.5002698	-313948.3	-314501.5	-315455.9	-0.5026174	-314998.3	-315378.1	-314716.3	7.0	7.000000000000001	11-12-23 16:15:16.410884
-0.00282285706	11.999	0.061	-0.001201903	1102.4	847.15	-275.6	-0.00200347	148.55	-286.1	279.95	7.0	7.000000000000001	11-12-23 16:15:24.050313
0.495986788	12.499	0.063	0.4969025	315509.4	315523.6	314249.4	0.4975057	314662.7	314164.2	314634.8	7.0	7.000000000000001	11-12-23 16:15:31.641356
0.996208696	12.999	0.066	0.9963164	630797.1	631086.6	629654.4	0.9984021	630033.4	629466.3	629843.4	7.0	7.000000000000001	11-12-23 16:15:39.196032
1.49514038	13.498	0.068	1.494505	945269.4	945844.3	944248.1	1.498118	944630.2	943988.0	944277.6	7.0	7.000000000000001	11-12-23 16:15:46.724694
1.99527931	13.999	0.071	1.993914	1260538.0	1261393.0	1259628.0	1.998984	1259988.0	1259261.0	1259478.0	7.0	7.000000000000001	11-12-23 16:15:54.365733
2.49460899	14.499	0.073	2.492503	1575264.0	1576411.0	1574479.0	2.49898	1574812.0	1574036.0	1574154.0	7.0	7.000000000000001	11-12-23 16:16:01.931288
2.99368051	14.998	0.076	2.990809	1889848.0	1891266.0	1889155.0	2.998728	1889489.0	1888622.0	1888660.0	7.0	7.000000000000001	11-12-23 16:16:09.664580
3.49447483	15.5	0.079	3.490945	2205535.0	2207223.0	2204968.0	3.500375	2205290.0	2204377.0	2204308.0	7.0	7.000000000000001	11-12-23 16:16:17.447250
3.9931501	15.998	0.081	3.988829	2519840.0	2521833.0	2519405.0	3.999743	2519716.0	2518738.0	2518576.0	7.0	7.000000000000001	11-12-23 16:16:25.009785
4.4936783	16.499	0.084	4.488614	2835359.0	2837618.0	2835012.0	4.50099	2835316.0	2834248.0	2833986.0	7.0	7.000000000000001	11-12-23 16:16:32.618468
4.99241386	16.999	0.086	4.986602	3149722.0	3152273.0	3149512.0	5.000483	3149802.0	3148688.0	3148323.0	7.0	7.000000000000001	11-12-23 16:16:40.374796
5.49230114	17.499	0.089	5.485769	3464818.0	3467639.0	3464712.0	5.501016	3464966.0	3463785.0	3463355.0	7.0	7.000000000000001	11-12-23 16:16:48.003657
5.99192765	17.999	0.092	5.986092	3780666.0	3783742.0	3780670.0	6.002955	3780929.0	3779670.0	3779146.0	7.0	7.000000000000001	11-12-23 16:17:10.570076
6.49234553	18.499	0.094	6.484336	4095166.0	4098564.0	4095298.0	6.502623	4095550.0	4094230.0	4093604.0	7.0	7.000000000000001	11-12-23 16:17:18.165264
6.99203062	18.999	0.097	6.983598	4410331.0	4414000.0	4410545.0	7.003296	4410812.0	4409427.0	4408704.0	7.0	7.000000000000001	11-12-23 16:17:29.042171
7.49085705	19.499	0.099	7.48145	4724598.0	4728531.0	4724913.0	7.502553	4725208.0	4723706.0	4722890.0	7.0	7.000000000000001	11-12-23 16:17:36.643621
7.99025422	19.999	0.102	7.980022	5039355.0	5043639.0	5039836.0	8.002782	5040082.0	5038529.0	5037630.0	7.0	7.000000000000001	11-12-23 16:17:44.210774
8.48905875	20.498	0.105	8.478279	5353826.0	5358322.0	5354384.0	8.502378	5354614.0	5353008.0	5352029.0	7.0	7.000000000000001	11-12-23 16:17:52.209990
8.9887117	20.999	0.107	8.977109	5668753.0	5673528.0	5669417.0	9.00272	5669672.0	5668018.0	5666909.0	7.0	7.000000000000001	11-12-23 16:17:59.949131
9.48746717	21.499	0.11	9.475485	5983345.0	5988440.0	5984180.0	9.502583	5984424.0	5982674.0	5981489.0	7.0	7.000000000000001	11-12-23 16:18:10.196212
9.98660832	21.999	0.112	9.973571	6297822.0	6303161.0	6298744.0	10.00206	6298882.0	6297076.0	6295820.0	7.0	7.000000000000001	11-12-23 16:18:17.739605
10.4844459	22.498	0.115	10.47118	6611895.0	6617564.0	6612944.0	10.50108	6613074.0	6611154.0	6609808.0	7.0	7.000000000000001	11-12-23 16:18:28.335956
10.9953875	22.998	0.118	10.89692	7485457.0	6886445.0	7487154.0	11.88144	6884181.0	7479913.0	7478380.0	7.0	7.000000000000001	11-12-23 16:18:36.222968
11.4807381	23.498	0.12	10.89576	7486636.0	6886232.0	7488293.0	11.8833	6883705.0	7481136.0	7479657.0	7.0	7.000000000000001	11-12-23 16:18:43.807619
11.9617409	23.999	0.123	10.88287	7486789.0	6878161.0	7488434.0	11.88366	6875638.0	7481281.0	7479778.0	7.0	7.000000000000001	11-12-23 16:18:51.658736
