# 
VDC	Voltage 1	Current 1	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	Delay	a	
-5.49833329	6.5	0.032	-5.488344	-3462711.0	-3466081.0	-3465358.0	-5.505382	-3464774.0	-3464464.0	-3462888.0	7.0	4.0	11-12-23 15:55:15.938829
-4.99901862	6.999	0.035	-4.989794	-3147998.0	-3151076.0	-3150524.0	-5.005272	-3149946.0	-3149688.0	-3148219.0	7.0	4.0	11-12-23 15:55:23.499402
-4.4986132	7.5	0.037	-4.490122	-2832587.0	-2835378.0	-2834989.0	-4.504158	-2834449.0	-2834254.0	-2832884.0	7.0	4.0	11-12-23 15:55:31.126761
-3.99950727	8.0	0.04	-3.991786	-2518016.0	-2520526.0	-2520315.0	-4.004418	-2519789.0	-2519665.0	-2518362.0	7.0	4.0	11-12-23 15:55:38.658715
-3.49973909	8.5	0.043	-3.492679	-2202947.0	-2205173.0	-2205130.0	-3.50384	-2204606.0	-2204568.0	-2203368.0	7.0	4.0	11-12-23 15:55:47.031790
-3.00073855	8.999	0.045	-2.994562	-1888482.0	-1890425.0	-1890548.0	-3.004261	-1890034.0	-1890051.0	-1888945.0	7.0	4.0	11-12-23 15:55:54.665796
-2.50063765	9.499	0.048	-2.495203	-1573247.0	-1574927.0	-1575210.0	-2.503405	-1574703.0	-1574798.0	-1573796.0	7.0	4.0	11-12-23 15:56:02.197440
-2.0007967	9.999	0.05	-1.996102	-1258194.0	-1259565.0	-1260034.0	-2.002758	-1259546.0	-1259695.0	-1258778.0	7.0	4.0	11-12-23 15:56:09.924457
-1.50127997	10.5	0.053	-1.497306	-943340.2	-944446.4	-945071.2	-1.502564	-944594.5	-944831.0	-944003.6	7.0	4.0	11-12-23 15:56:17.501496
-1.00171009	11.0	0.055	-0.9985186	-628469.3	-629290.0	-630089.4	-1.002319	-629620.7	-629922.1	-629182.0	7.0	4.0	11-12-23 15:56:25.072692
-0.502602689	11.499	0.058	-0.5001825	-313865.1	-314421.8	-315388.3	-0.5025094	-314934.0	-315310.3	-314642.3	7.0	4.0	11-12-23 15:56:32.757375
-0.00280016456	11.999	0.061	-0.001117778	1147.95	873.15	-249.45	-0.001978074	180.4	-254.2	317.65	7.0	4.0	11-12-23 15:56:40.338878
0.495987675	12.499	0.063	0.4968422	315513.8	315518.9	314244.7	0.4974819	314652.8	314144.2	314631.9	7.0	4.0	11-12-23 15:56:47.873294
0.996154663	13.0	0.066	0.9963021	630781.0	631075.1	629628.6	0.998383	630032.5	629459.3	629843.4	7.0	4.0	11-12-23 15:56:55.505388
1.49510144	13.499	0.068	1.494488	945257.2	945813.1	944216.4	1.498005	944585.8	943959.8	944239.7	7.0	4.0	11-12-23 15:57:03.033500
1.99526028	13.999	0.071	1.993901	1260514.0	1261352.0	1259599.0	1.998943	1259963.0	1259262.0	1259459.0	7.0	4.0	11-12-23 15:57:10.647934
2.49463616	14.499	0.073	2.492469	1575274.0	1576400.0	1574470.0	2.499007	1574830.0	1574047.0	1574146.0	7.0	4.0	11-12-23 15:57:18.178614
2.99371865	14.999	0.076	2.990856	1889869.0	1891262.0	1889168.0	2.998832	1889507.0	1888668.0	1888686.0	7.0	4.0	11-12-23 15:57:25.807206
3.49451657	15.5	0.079	3.490896	2205533.0	2207218.0	2204954.0	3.500341	2205283.0	2204380.0	2204299.0	7.0	4.0	11-12-23 15:57:33.379617
3.9931688	15.999	0.081	3.98883	2519865.0	2521830.0	2519399.0	3.999711	2519707.0	2518731.0	2518552.0	7.0	4.0	11-12-23 15:57:40.998552
4.4937463	16.5	0.084	4.488662	2835406.0	2837661.0	2835052.0	4.501052	2835357.0	2834288.0	2834028.0	7.0	4.0	11-12-23 15:57:48.542550
4.99254353	16.999	0.086	4.986672	3149802.0	3152332.0	3149562.0	5.000599	3149854.0	3148732.0	3148382.0	7.0	4.0	11-12-23 15:57:56.113792
5.49241168	17.499	0.089	5.485869	3464864.0	3467695.0	3464744.0	5.501264	3465053.0	3463889.0	3463422.0	7.0	4.0	11-12-23 15:58:03.655704
5.99190796	18.0	0.091	5.984721	3779775.0	3782830.0	3779745.0	6.001508	3780010.0	3778778.0	3778220.0	7.0	4.0	11-12-23 15:58:11.290240
6.49130678	18.499	0.094	6.483395	4094546.0	4097890.0	4094644.0	6.501496	4094876.0	4093560.0	4092930.0	7.0	4.0	11-12-23 15:58:18.821360
6.99126648	19.0	0.097	6.982522	4409660.0	4413311.0	4409888.0	7.002272	4410132.0	4408754.0	4408024.0	7.0	4.0	11-12-23 15:58:26.426338
7.49015609	19.499	0.099	7.480723	4724164.0	4728112.0	4724486.0	7.501856	4724675.0	4723225.0	4722419.0	7.0	4.0	11-12-23 15:58:34.002360
7.98975251	19.999	0.102	7.97954	5039087.0	5043290.0	5039529.0	8.002282	5039742.0	5038201.0	5037318.0	7.0	4.0	11-12-23 15:58:41.702964
8.488782	20.499	0.104	8.477887	5353662.0	5358168.0	5354239.0	8.502013	5354401.0	5352806.0	5351810.0	7.0	4.0	11-12-23 15:58:49.299865
8.98837391	20.999	0.107	8.976734	5668550.0	5673335.0	5669206.0	9.002367	5669411.0	5667772.0	5666647.0	7.0	4.0	11-12-23 15:58:56.830699
9.48725633	21.499	0.11	9.474961	5983038.0	5988106.0	5983836.0	9.502075	5984049.0	5982295.0	5981110.0	7.0	4.0	11-12-23 15:59:04.415963
9.98615534	21.999	0.112	9.973115	6297468.0	6302808.0	6298374.0	10.00168	6298574.0	6296752.0	6295453.0	7.0	4.0	11-12-23 15:59:12.093962
10.4842338	22.499	0.115	10.47041	6611411.0	6617038.0	6612449.0	10.50039	6612619.0	6610723.0	6609373.0	7.0	4.0	11-12-23 15:59:19.642708
10.9949498	22.999	0.118	10.89704	7485513.0	6886228.0	7487189.0	11.88171	6884064.0	7480008.0	7478512.0	7.0	4.0	11-12-23 15:59:27.357393
11.4804545	23.499	0.12	10.89591	7486631.0	6886086.0	7488294.0	11.8834	6883640.0	7481228.0	7479680.0	7.0	4.0	11-12-23 15:59:34.887880
11.9615155	23.999	0.123	10.88329	7486826.0	6878075.0	7488462.0	11.88381	6875576.0	7481335.0	7479803.0	7.0	4.0	11-12-23 15:59:42.414977
