# 
Keysight V	Delay	
0.00214950433	0.0	18-12-23 13:41:25.805231
0.00193851568	0.0	18-12-23 13:41:26.463317
0.0014880107	0.0	18-12-23 13:41:27.120296
0.00233977803	0.0	18-12-23 13:41:27.777596
0.0995216575	0.0	18-12-23 13:41:28.434461
0.0995065677	0.0	18-12-23 13:41:29.091494
0.0992987488	0.0	18-12-23 13:41:29.748937
0.0989309684	0.0	18-12-23 13:41:30.406339
0.0990205247	0.0	18-12-23 13:41:31.064277
0.098901146	0.0	18-12-23 13:41:31.721841
0.09898472	0.0	18-12-23 13:41:32.379310
0.0990421771	0.0	18-12-23 13:41:33.038091
0.198924005	0.0	18-12-23 13:41:33.695995
0.199520763	0.0	18-12-23 13:41:34.352407
0.199287407	0.0	18-12-23 13:41:35.008854
0.198925834	0.0	18-12-23 13:41:35.666223
0.178166891	0.0	18-12-23 13:41:36.323559
0.00225629327	0.0	18-12-23 13:41:36.981194
0.00199003503	0.0	18-12-23 13:41:37.639694
0.00174609894	0.0	18-12-23 13:41:38.296494
0.00154211945	0.0	18-12-23 13:41:38.954507
0.00170511554	0.0	18-12-23 13:41:39.611833
0.00183726247	0.0	18-12-23 13:41:40.269691
0.00217990694	0.0	18-12-23 13:41:40.927909
0.00208700228	0.0	18-12-23 13:41:41.585047
0.0021867375	0.0	18-12-23 13:41:42.242245
0.00196280203	0.0	18-12-23 13:41:42.899630
0.00133947928	0.0	18-12-23 13:41:43.556065
0.00158801371	0.0	18-12-23 13:41:44.213093
0.00215481686	0.0	18-12-23 13:41:44.870720
0.00224718577	0.0	18-12-23 13:41:45.528971
0.00238620791	0.0	18-12-23 13:41:46.187778
0.00230437503	0.0	18-12-23 13:41:46.846147
0.00237393074	0.0	18-12-23 13:41:47.504261
0.00172873232	0.0	18-12-23 13:41:48.162040
0.00247692498	0.0	18-12-23 13:41:48.820005
0.00230379466	0.0	18-12-23 13:41:49.478281
0.00184507518	0.0	18-12-23 13:41:50.135465
0.00230450896	0.0	18-12-23 13:41:50.792715
0.00189646069	0.0	18-12-23 13:41:51.449925
0.00185543264	0.0	18-12-23 13:41:52.107422
0.00281157814	0.0	18-12-23 13:41:52.764616
0.00208780587	0.0	18-12-23 13:41:53.423057
0.00240424417	0.0	18-12-23 13:41:54.081649
0.00133639881	0.0	18-12-23 13:41:54.739455
0.0018236906	0.0	18-12-23 13:41:55.396604
0.00197119513	0.0	18-12-23 13:41:56.053336
0.00206124255	0.0	18-12-23 13:41:56.710377
0.00214262898	0.0	18-12-23 13:41:57.367274
0.00133175581	0.0	18-12-23 13:41:58.024512
0.00150399326	0.0	18-12-23 13:41:58.682701
0.00220736309	0.0	18-12-23 13:41:59.340153
0.00237781476	0.0	18-12-23 13:41:59.997959
0.00225281091	0.0	18-12-23 13:42:00.655679
0.00243687908	0.0	18-12-23 13:42:01.314028
0.00233281338	0.0	18-12-23 13:42:01.972621
0.00236776981	0.0	18-12-23 13:42:02.629535
0.00109197162	0.0	18-12-23 13:42:03.286910
0.00136907836	0.0	18-12-23 13:42:03.945424
0.00169114183	0.0	18-12-23 13:42:04.603109
0.00126983423	0.0	18-12-23 13:42:05.259906
0.00136059595	0.0	18-12-23 13:42:05.917100
0.00146711704	0.0	18-12-23 13:42:06.575491
0.00171261565	0.0	18-12-23 13:42:07.232675
0.00170212426	0.0	18-12-23 13:42:07.891384
0.00141305288	0.0	18-12-23 13:42:08.549257
0.000924466442	0.0	18-12-23 13:42:09.206832
0.00138988252	0.0	18-12-23 13:42:09.865241
0.0017002045	0.0	18-12-23 13:42:10.522978
0.00206347457	0.0	18-12-23 13:42:11.180069
0.00144903608	0.0	18-12-23 13:42:11.837143
0.00139104323	0.0	18-12-23 13:42:12.494771
0.00196289113	0.0	18-12-23 13:42:13.152086
0.00147475111	0.0	18-12-23 13:42:13.809428
0.00204985802	0.0	18-12-23 13:42:14.466424
0.002366207	0.0	18-12-23 13:42:15.123587
0.00198896329	0.0	18-12-23 13:42:15.781289
0.00269322595	0.0	18-12-23 13:42:16.439747
0.00308631836	0.0	18-12-23 13:42:17.098333
0.00213410164	0.0	18-12-23 13:42:17.755799
0.00228990999	0.0	18-12-23 13:42:18.413207
0.00231651795	0.0	18-12-23 13:42:19.071324
0.0017255177	0.0	18-12-23 13:42:19.729123
0.00230598191	0.0	18-12-23 13:42:20.386615
0.00206892109	0.0	18-12-23 13:42:21.043390
0.00256857926	0.0	18-12-23 13:42:21.700231
0.00240366349	0.0	18-12-23 13:42:22.358023
0.00224584615	0.0	18-12-23 13:42:23.015066
0.00247290668	0.0	18-12-23 13:42:23.672406
0.00191056802	0.0	18-12-23 13:42:24.329644
0.00194556908	0.0	18-12-23 13:42:24.985894
0.00217821014	0.0	18-12-23 13:42:25.643078
0.00171694601	0.0	18-12-23 13:42:26.300474
0.00262554527	0.0	18-12-23 13:42:26.957059
0.00241696745	0.0	18-12-23 13:42:27.613692
0.00223294397	0.0	18-12-23 13:42:28.270982
0.00268170772	0.0	18-12-23 13:42:28.927933
0.00272880738	0.0	18-12-23 13:42:29.585654
0.00210182388	0.0	18-12-23 13:42:30.242704
0.00145363438	0.0	18-12-23 13:42:30.900131
0.00200204404	0.0	18-12-23 13:42:31.557145
0.00164417593	0.0	18-12-23 13:42:32.213586
0.0020155266	0.0	18-12-23 13:42:32.870808
0.00200534771	0.0	18-12-23 13:42:33.527066
0.00154256567	0.0	18-12-23 13:42:34.184177
0.00216495082	0.0	18-12-23 13:42:34.841962
0.00263286691	0.0	18-12-23 13:42:35.499935
0.00294684974	0.0	18-12-23 13:42:36.157117
0.00211427959	0.0	18-12-23 13:42:36.815363
0.00236361759	0.0	18-12-23 13:42:37.472336
0.00226857004	0.0	18-12-23 13:42:38.130164
0.00275769216	0.0	18-12-23 13:42:38.788664
0.00261389303	0.0	18-12-23 13:42:39.445363
0.00221160393	0.0	18-12-23 13:42:40.102227
0.00244415569	0.0	18-12-23 13:42:40.759232
0.00167529288	0.0	18-12-23 13:42:41.416655
0.00183395845	0.0	18-12-23 13:42:42.073662
0.00226316795	0.0	18-12-23 13:42:42.730699
0.00187971873	0.0	18-12-23 13:42:43.387431
0.00215856654	0.0	18-12-23 13:42:44.045168
0.00195860507	0.0	18-12-23 13:42:44.702219
0.00227888272	0.0	18-12-23 13:42:45.359895
0.00219254079	0.0	18-12-23 13:42:46.016468
0.00245254868	0.0	18-12-23 13:42:46.673510
0.00207057273	0.0	18-12-23 13:42:47.330793
0.00197472158	0.0	18-12-23 13:42:47.987493
0.00236227806	0.0	18-12-23 13:42:48.644749
0.00146256308	0.0	18-12-23 13:42:49.301732
0.00225285502	0.0	18-12-23 13:42:49.958754
0.00243661063	0.0	18-12-23 13:42:50.615901
0.00202574988	0.0	18-12-23 13:42:51.273213
0.00187137016	0.0	18-12-23 13:42:51.930432
0.00163078246	0.0	18-12-23 13:42:52.587565
0.00159029016	0.0	18-12-23 13:42:53.245014
0.00177681367	0.0	18-12-23 13:42:53.901893
0.00192221989	0.0	18-12-23 13:42:54.558827
0.00263219691	0.0	18-12-23 13:42:55.215905
0.00263402732	0.0	18-12-23 13:42:55.873966
0.00209646628	0.0	18-12-23 13:42:56.531007
0.00213811931	0.0	18-12-23 13:42:57.188283
0.00246107558	0.0	18-12-23 13:42:57.845500
0.00236156362	0.0	18-12-23 13:42:58.504272
0.00257978456	0.0	18-12-23 13:42:59.160753
0.00308926438	0.0	18-12-23 13:42:59.818715
0.00263956317	0.0	18-12-23 13:43:00.475542
0.00296113547	0.0	18-12-23 13:43:01.132846
0.00278965703	0.0	18-12-23 13:43:01.790355
0.00274679858	0.0	18-12-23 13:43:02.448029
0.00302787858	0.0	18-12-23 13:43:03.105800
0.00290403552	0.0	18-12-23 13:43:03.763096
0.00308654108	0.0	18-12-23 13:43:04.421904
0.00256545377	0.0	18-12-23 13:43:05.078647
0.00242111901	0.0	18-12-23 13:43:05.736279
0.00245795049	0.0	18-12-23 13:43:06.393000
0.00242281549	0.0	18-12-23 13:43:07.050489
0.00250755021	0.0	18-12-23 13:43:07.707633
0.00186882539	0.0	18-12-23 13:43:08.364097
0.00236098326	0.0	18-12-23 13:43:09.021192
0.00258018637	0.0	18-12-23 13:43:09.678316
0.00320091959	0.0	18-12-23 13:43:10.335146
0.0038954497	0.0	18-12-23 13:43:10.993634
0.00261581249	0.0	18-12-23 13:43:11.651023
0.00249402306	0.0	18-12-23 13:43:12.307572
0.00206633144	0.0	18-12-23 13:43:12.965414
0.00237692128	0.0	18-12-23 13:43:13.623480
0.00275264703	0.0	18-12-23 13:43:14.281352
0.0022755789	0.0	18-12-23 13:43:14.939784
0.00228968644	0.0	18-12-23 13:43:15.597161
0.00207905502	0.0	18-12-23 13:43:16.253480
0.00249344266	0.0	18-12-23 13:43:16.911035
0.00235924214	0.0	18-12-23 13:43:17.568015
0.0026382685	0.0	18-12-23 13:43:18.225459
0.00273251243	0.0	18-12-23 13:43:18.883633
0.00314716793	0.0	18-12-23 13:43:19.540693
0.0023856715	0.0	18-12-23 13:43:20.198042
0.00220513028	0.0	18-12-23 13:43:20.855149
0.00277425477	0.0	18-12-23 13:43:21.512347
0.00286265033	0.0	18-12-23 13:43:22.169404
0.00223758657	0.0	18-12-23 13:43:22.826408
0.00239410919	0.0	18-12-23 13:43:23.483231
0.00183185992	0.0	18-12-23 13:43:24.141936
0.0025264793	0.0	18-12-23 13:43:24.799620
0.00266764431	0.0	18-12-23 13:43:25.457243
0.00208637656	0.0	18-12-23 13:43:26.114819
0.00241192219	0.0	18-12-23 13:43:26.771824
0.00233357159	0.0	18-12-23 13:43:27.430535
0.0023474113	0.0	18-12-23 13:43:28.087544
0.00213619951	0.0	18-12-23 13:43:28.745134
0.00256415897	0.0	18-12-23 13:43:29.401766
0.00247370975	0.0	18-12-23 13:43:30.058665
0.00260875851	0.0	18-12-23 13:43:30.715591
0.00274550374	0.0	18-12-23 13:43:31.372702
0.00253482768	0.0	18-12-23 13:43:32.030016
0.00242250284	0.0	18-12-23 13:43:32.687811
0.00204316092	0.0	18-12-23 13:43:33.345353
0.00210512709	0.0	18-12-23 13:43:34.001786
0.0019897218	0.0	18-12-23 13:43:34.659202
0.00250246061	0.0	18-12-23 13:43:35.316781
0.00254241719	0.0	18-12-23 13:43:35.975084
0.001773242	0.0	18-12-23 13:43:36.632095
0.00210008231	0.0	18-12-23 13:43:37.289447
0.00223937226	0.0	18-12-23 13:43:37.952045
0.00241951168	0.0	18-12-23 13:43:38.609783
0.00301506551	0.0	18-12-23 13:43:39.266168
0.00302278896	0.0	18-12-23 13:43:39.923500
0.00298814505	0.0	18-12-23 13:43:40.580881
0.00250089808	0.0	18-12-23 13:43:41.237834
0.00278349597	0.0	18-12-23 13:43:41.895467
0.00304774508	0.0	18-12-23 13:43:42.552555
0.00313931037	0.0	18-12-23 13:43:43.210491
0.00276831693	0.0	18-12-23 13:43:43.867813
0.00262112495	0.0	18-12-23 13:43:44.524707
0.00321114291	0.0	18-12-23 13:43:45.181972
0.00341436338	0.0	18-12-23 13:43:45.839821
0.245517356	0.0	18-12-23 13:43:46.495980
1.10073227	0.0	18-12-23 13:43:47.152864
1.48757115	0.0	18-12-23 13:43:47.809326
1.48529251	0.0	18-12-23 13:43:48.465979
1.47654344	0.0	18-12-23 13:43:49.122709
1.51303648	0.0	18-12-23 13:43:49.779283
1.48267542	0.0	18-12-23 13:43:50.437117
1.41588731	0.0	18-12-23 13:43:51.093295
1.32755622	0.0	18-12-23 13:43:51.750733
1.22632439	0.0	18-12-23 13:43:52.407402
1.11216927	0.0	18-12-23 13:43:53.064058
0.987571948	0.0	18-12-23 13:43:53.721076
0.857464193	0.0	18-12-23 13:43:54.377760
0.72150973	0.0	18-12-23 13:43:55.034269
0.575969187	0.0	18-12-23 13:43:55.691037
0.404569689	0.0	18-12-23 13:43:56.348297
0.24416356	0.0	18-12-23 13:43:57.006207
0.0758638882	0.0	18-12-23 13:43:57.663431
-0.0971333732	0.0	18-12-23 13:43:58.321082
-0.267900696	0.0	18-12-23 13:43:58.977953
-0.440857007	0.0	18-12-23 13:43:59.635401
-0.614958661	0.0	18-12-23 13:44:00.292590
-0.786219481	0.0	18-12-23 13:44:00.949491
-0.957265162	0.0	18-12-23 13:44:01.606665
-1.13689296	0.0	18-12-23 13:44:02.263960
-1.30551599	0.0	18-12-23 13:44:02.920947
-1.47584281	0.0	18-12-23 13:44:03.578351
-1.6430228	0.0	18-12-23 13:44:04.235690
-1.80941305	0.0	18-12-23 13:44:04.893946
-1.97621138	0.0	18-12-23 13:44:05.550458
-2.14091766	0.0	18-12-23 13:44:06.207788
-2.30386803	0.0	18-12-23 13:44:06.863640
-2.46557578	0.0	18-12-23 13:44:07.520116
-2.62645641	0.0	18-12-23 13:44:08.177659
-2.79874002	0.0	18-12-23 13:44:08.834622
-3.00174218	0.0	18-12-23 13:44:09.491392
-3.11943061	0.0	18-12-23 13:44:10.147575
-3.26722594	0.0	18-12-23 13:44:10.804418
-3.41809913	0.0	18-12-23 13:44:11.462064
-3.57366511	0.0	18-12-23 13:44:12.119155
-3.72740185	0.0	18-12-23 13:44:12.776590
-3.88078141	0.0	18-12-23 13:44:13.433009
-4.035002	0.0	18-12-23 13:44:14.088846
-4.18430568	0.0	18-12-23 13:44:14.744950
-4.33229307	0.0	18-12-23 13:44:15.401294
-4.48288727	0.0	18-12-23 13:44:16.057327
-4.63038268	0.0	18-12-23 13:44:16.714185
-4.77650551	0.0	18-12-23 13:44:17.370454
-4.92276576	0.0	18-12-23 13:44:18.027649
-5.06687582	0.0	18-12-23 13:44:18.684310
-5.21069953	0.0	18-12-23 13:44:19.342020
-5.36743894	0.0	18-12-23 13:44:19.998652
-5.49967507	0.0	18-12-23 13:44:20.655313
-5.63288489	0.0	18-12-23 13:44:21.311230
-5.76832945	0.0	18-12-23 13:44:21.968561
-5.90330342	0.0	18-12-23 13:44:22.625779
-6.03867285	0.0	18-12-23 13:44:23.282018
-6.17161896	0.0	18-12-23 13:44:23.938541
-6.30319494	0.0	18-12-23 13:44:24.595074
-6.43285779	0.0	18-12-23 13:44:25.251799
-6.56281225	0.0	18-12-23 13:44:25.908244
-6.69125945	0.0	18-12-23 13:44:26.565792
-6.81829803	0.0	18-12-23 13:44:27.222122
-6.94913399	0.0	18-12-23 13:44:27.878824
-7.05496626	0.0	18-12-23 13:44:28.534380
-7.13159344	0.0	18-12-23 13:44:29.191285
-7.23171368	0.0	18-12-23 13:44:29.847743
-7.33674941	0.0	18-12-23 13:44:30.504575
-7.44016492	0.0	18-12-23 13:44:31.161353
-7.55401302	0.0	18-12-23 13:44:31.817468
-7.70931931	0.0	18-12-23 13:44:32.474926
-7.79631256	0.0	18-12-23 13:44:33.131337
-7.50824719	0.0	18-12-23 13:44:33.787535
-7.43353082	0.0	18-12-23 13:44:34.443769
-7.11028395	0.0	18-12-23 13:44:35.100081
-6.95612694	0.0	18-12-23 13:44:35.757798
-6.89018343	0.0	18-12-23 13:44:36.414860
-6.37104825	0.0	18-12-23 13:44:37.072354
-6.13549344	0.0	18-12-23 13:44:37.730122
-6.08677147	0.0	18-12-23 13:44:38.387415
-6.12680881	0.0	18-12-23 13:44:39.044117
-6.21516642	0.0	18-12-23 13:44:39.702031
-6.33886876	0.0	18-12-23 13:44:40.358175
