# 
VDC	Voltage 1	Current 1	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	Delay	a	
4.49357997	16.5	0.084	4.488576	2835266.0	2837531.0	2834932.0	4.500925	2835234.0	2834181.0	2833917.0	7.0	5.0	11-12-23 16:04:02.716719
4.99244964	16.999	0.086	4.986642	3149761.0	3152263.0	3149530.0	5.000525	3149800.0	3148674.0	3148318.0	7.0	5.0	11-12-23 16:04:10.286472
5.49231173	17.499	0.089	5.485836	3464830.0	3467629.0	3464714.0	5.501067	3464977.0	3463783.0	3463341.0	7.0	5.0	11-12-23 16:04:17.903836
5.99182047	18.0	0.091	5.984605	3779690.0	3782790.0	3779696.0	6.001416	3779961.0	3778683.0	3778183.0	7.0	5.0	11-12-23 16:04:25.544580
6.49129994	18.499	0.094	6.483384	4094536.0	4097916.0	4094657.0	6.501536	4094888.0	4093543.0	4092946.0	7.0	5.0	11-12-23 16:04:33.261941
6.99120021	19.0	0.097	6.98258	4409695.0	4413350.0	4409933.0	7.002313	4410149.0	4408725.0	4408023.0	7.0	5.0	11-12-23 16:04:40.951233
7.49000518	19.499	0.099	7.480499	4724060.0	4727978.0	4724379.0	7.501722	4724606.0	4723122.0	4722348.0	7.0	5.0	11-12-23 16:04:48.496530
7.98950845	19.999	0.102	7.979375	5038888.0	5043118.0	5039380.0	8.002071	5039577.0	5038038.0	5037170.0	7.0	5.0	11-12-23 16:04:56.252818
8.48851991	20.499	0.104	8.477632	5353438.0	5357946.0	5353999.0	8.501834	5354248.0	5352652.0	5351655.0	7.0	5.0	11-12-23 16:05:03.782025
8.98819859	20.999	0.107	8.97666	5668478.0	5673276.0	5669179.0	9.002228	5669366.0	5667675.0	5666607.0	7.0	5.0	11-12-23 16:05:11.419878
9.4870057	21.499	0.11	9.474801	5982898.0	5987983.0	5983720.0	9.501735	5983858.0	5982096.0	5980942.0	7.0	5.0	11-12-23 16:05:19.099554
9.98591876	21.999	0.112	9.972816	6297351.0	6302704.0	6298250.0	10.00131	6298420.0	6296573.0	6295323.0	7.0	5.0	11-12-23 16:05:26.727378
10.4839068	22.498	0.115	10.47008	6611236.0	6616884.0	6612279.0	10.50004	6612409.0	6610510.0	6609181.0	7.0	5.0	11-12-23 16:05:34.359862
10.9946835	22.999	0.118	10.89779	7485460.0	6886802.0	7487114.0	11.88184	6884081.0	7479959.0	7478475.0	7.0	5.0	11-12-23 16:05:41.937508
11.4801285	23.499	0.12	10.89677	7486574.0	6886510.0	7488244.0	11.88372	6883658.0	7481238.0	7479752.0	7.0	5.0	11-12-23 16:05:49.616533
11.9612669	23.999	0.123	10.88404	7486770.0	6878579.0	7488439.0	11.88385	6875554.0	7481314.0	7479847.0	7.0	5.0	11-12-23 16:05:57.502518
